"Espacio";"Asalariados";"Percepciones  por persona";"Salarios";"Salario  Medio Anual";"sexo";"edad";"nacionalidad";"erte"
"Castilla y León";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Castilla - La Mancha";114;1,08;841091;7378;"Total";"Mayor de 65 años";"Total";"Sí"
"Cataluña";1131;1,1;12410439;10973;"Total";"Mayor de 65 años";"Total";"Sí"
"Comunitat Valenciana";593;1,58;4326064;7295;"Total";"Mayor de 65 años";"Total";"Sí"
"Extremadura";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Galicia";286;1,08;2633078;9207;"Total";"Mayor de 65 años";"Total";"Sí"
"Madrid, Comunidad de";813;1,11;7295970;8974;"Total";"Mayor de 65 años";"Total";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Total";"Mayor de 65 años";"Total";"Sí"
"Total";15689489;1,33;361750668990;23057;"Total";"Total";"Española";"No"
"Andalucía";3013210;1,46;55420023188;18392;"Total";"Total";"Española";"No"
"Aragón";478701;1,28;11290640182;23586;"Total";"Total";"Española";"No"
"Asturias, Principado de";335672;1,27;7863781055;23427;"Total";"Total";"Española";"No"
"Balears,Illes";357989;1,29;7961636783;22240;"Total";"Total";"Española";"No"
"Canarias";691695;1,27;13712940219;19825;"Total";"Total";"Española";"No"
"Cantabria";202181;1,27;4427210716;21897;"Total";"Total";"Española";"No"
"Castilla y León";839638;1,28;18389858141;21902;"Total";"Total";"Española";"No"
"Castilla - La Mancha";749002;1,33;15333569600;20472;"Total";"Total";"Española";"No"
"Cataluña";2732485;1,31;71765277949;26264;"Total";"Total";"Española";"No"
"Comunitat Valenciana";1733241;1,31;36783735115;21223;"Total";"Total";"Española";"No"
"Extremadura";402519;1,46;6840529811;16994;"Total";"Total";"Española";"No"
"Galicia";931867;1,28;20189612140;21666;"Total";"Total";"Española";"No"
"Madrid, Comunidad de";2536922;1,3;77334889717;30484;"Total";"Total";"Española";"No"
"Murcia, Región de";526606;1,33;10781647761;20474;"Total";"Total";"Española";"No"
"Rioja, La";101683;1,28;2263799427;22263;"Total";"Total";"Española";"No"
"Total";999279;1,31;14747249920;14758;"Total";"Total";"Española";"Sí"
"Andalucía";160162;1,25;2069156668;12919;"Total";"Total";"Española";"Sí"
"Aragón";26741;1,26;468425516;17517;"Total";"Total";"Española";"Sí"
"Asturias, Principado de";24721;1,27;342853390;13869;"Total";"Total";"Española";"Sí"
"Balears,Illes";56855;1,19;855352414;15044;"Total";"Total";"Española";"Sí"
"Canarias";81208;1,18;879595831;10831;"Total";"Total";"Española";"Sí"
"Cantabria";12428;1,2;195437250;15726;"Total";"Total";"Española";"Sí"
"Castilla y León";53770;1,28;780629951;14518;"Total";"Total";"Española";"Sí"
"Castilla - La Mancha";33084;1,32;459744562;13896;"Total";"Total";"Española";"Sí"
"Cataluña";199933;1,29;3353944081;16775;"Total";"Total";"Española";"Sí"
"Comunitat Valenciana";111534;1,66;1629079820;14606;"Total";"Total";"Española";"Sí"
"Extremadura";15662;1,32;181063304;11561;"Total";"Total";"Española";"Sí"
"Galicia";62327;1,28;882828832;14164;"Total";"Total";"Española";"Sí"
"Madrid, Comunidad de";131931;1,26;2277105132;17260;"Total";"Total";"Española";"Sí"
"Murcia, Región de";18759;1,36;217686448;11604;"Total";"Total";"Española";"Sí"
"Rioja, La";8775;1,26;139252369;15869;"Total";"Total";"Española";"Sí"
"Total";2103624;1,66;29823273882;14177;"Total";"Total";"Extranjera";"No"
"Andalucía";286044;1,97;3037340722;10618;"Total";"Total";"Extranjera";"No"
"Aragón";85058;1,7;1098263866;12912;"Total";"Total";"Extranjera";"No"
"Asturias, Principado de";15431;1,57;192632044;12483;"Total";"Total";"Extranjera";"No"
"Balears,Illes";84897;1,45;1188299051;13997;"Total";"Total";"Extranjera";"No"
"Canarias";79929;1,46;894573243;11192;"Total";"Total";"Extranjera";"No"
"Cantabria";13901;1,57;164134889;11807;"Total";"Total";"Extranjera";"No"
"Castilla y León";68241;1,62;818707077;11997;"Total";"Total";"Extranjera";"No"
"Castilla - La Mancha";92654;2,01;1058287645;11422;"Total";"Total";"Extranjera";"No"
"Cataluña";522586;1,51;9036966250;17293;"Total";"Total";"Extranjera";"No"
"Comunitat Valenciana";250623;1,64;3077035288;12278;"Total";"Total";"Extranjera";"No"
"Extremadura";17667;3,17;142607068;8072;"Total";"Total";"Extranjera";"No"
"Galicia";44274;1,56;560844539;12668;"Total";"Total";"Extranjera";"No"
"Madrid, Comunidad de";414066;1,49;7101425281;17150;"Total";"Total";"Extranjera";"No"
"Murcia, Región de";104040;2,01;1171626797;11261;"Total";"Total";"Extranjera";"No"
"Rioja, La";17684;1,76;215638554;12194;"Total";"Total";"Extranjera";"No"
"Total";181855;1,39;1986566320;10924;"Total";"Total";"Extranjera";"Sí"
"Andalucía";15070;1,31;165992768;11015;"Total";"Total";"Extranjera";"Sí"
"Aragón";4562;1,38;54203362;11881;"Total";"Total";"Extranjera";"Sí"
"Asturias, Principado de";1890;1,4;18516258;9797;"Total";"Total";"Extranjera";"Sí"
"Balears,Illes";15457;1,21;191197302;12370;"Total";"Total";"Extranjera";"Sí"
"Canarias";21491;1,23;185174633;8616;"Total";"Total";"Extranjera";"Sí"
"Cantabria";1201;1,4;12548578;10448;"Total";"Total";"Extranjera";"Sí"
"Castilla y León";5308;1,43;54522756;10272;"Total";"Total";"Extranjera";"Sí"
"Castilla - La Mancha";4467;1,37;46476716;10404;"Total";"Total";"Extranjera";"Sí"
"Cataluña";53306;1,34;631062951;11838;"Total";"Total";"Extranjera";"Sí"
"Comunitat Valenciana";22264;1,83;226064175;10154;"Total";"Total";"Extranjera";"Sí"
"Extremadura";696;1,43;6753534;9703;"Total";"Total";"Extranjera";"Sí"
"Galicia";4345;1,46;42835446;9859;"Total";"Total";"Extranjera";"Sí"
"Madrid, Comunidad de";26856;1,39;301891235;11241;"Total";"Total";"Extranjera";"Sí"
"Murcia, Región de";3218;1,4;30373016;9438;"Total";"Total";"Extranjera";"Sí"
"Rioja, La";1375;1,33;15827519;11511;"Total";"Total";"Extranjera";"Sí"
"Total";30399;1,23;62843291;2067;"Varón";"Menor de 18 años";"Española";"Total"
"Andalucía";5632;1,49;12708038;2256;"Varón";"Menor de 18 años";"Española";"Total"
"Aragón";1048;1,11;2378712;2270;"Varón";"Menor de 18 años";"Española";"Total"
"Asturias, Principado de";336;1,07;712188;2120;"Varón";"Menor de 18 años";"Española";"Total"
"Balears,Illes";955;1,12;2246955;2353;"Varón";"Menor de 18 años";"Española";"Total"
"Canarias";518;1,11;1438693;2777;"Varón";"Menor de 18 años";"Española";"Total"
"Cantabria";217;1,11;403446;1859;"Varón";"Menor de 18 años";"Española";"Total"
"Castilla y León";1112;1,12;1678698;1510;"Varón";"Menor de 18 años";"Española";"Total"
"Castilla - La Mancha";2306;1,4;4219106;1830;"Varón";"Menor de 18 años";"Española";"Total"
"Cataluña";7779;1,15;16369425;2104;"Varón";"Menor de 18 años";"Española";"Total"
"Comunitat Valenciana";4072;1,11;7374698;1811;"Varón";"Menor de 18 años";"Española";"Total"
"Extremadura";729;1,41;1170921;1606;"Varón";"Menor de 18 años";"Española";"Total"
"Galicia";1029;1,1;2236571;2174;"Varón";"Menor de 18 años";"Española";"Total"
"Madrid, Comunidad de";3347;1,2;7413561;2215;"Varón";"Menor de 18 años";"Española";"Total"
"Murcia, Región de";988;1,15;1928491;1952;"Varón";"Menor de 18 años";"Española";"Total"
"Rioja, La";241;1,31;342856;1423;"Varón";"Menor de 18 años";"Española";"Total"
"Total";4238;1,63;14920797;3521;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Andalucía";659;2,32;2243930;3405;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Aragón";243;1,65;1046697;4307;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Asturias, Principado de";21;1,48;47392;2257;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Balears,Illes";172;1,28;644707;3748;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Canarias";129;1,19;427832;3317;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Cantabria";29;1,21;60490;2086;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Castilla y León";188;1,47;501953;2670;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Castilla - La Mancha";303;2,22;845478;2790;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Cataluña";1127;1,28;4201316;3728;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Comunitat Valenciana";592;1,34;1645955;2780;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Extremadura";66;5,08;166658;2525;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Galicia";53;1,25;163686;3088;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Madrid, Comunidad de";434;1,29;2113409;4870;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Murcia, Región de";137;1,58;537060;3920;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Rioja, La";55;1,98;211995;3854;"Varón";"Menor de 18 años";"Extranjera";"Total"
"Total";34562;1,28;77117036;2231;"Varón";"Menor de 18 años";"Total";"No"
"Andalucía";6280;1,58;14875704;2369;"Varón";"Menor de 18 años";"Total";"No"
"Aragón";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Canarias";637;1,12;1786972;2805;"Varón";"Menor de 18 años";"Total";"No"
"Cantabria";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Castilla y León";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Cataluña";8887;1,16;20409843;2297;"Varón";"Menor de 18 años";"Total";"No"
"Comunitat Valenciana";4655;1,14;8958720;1925;"Varón";"Menor de 18 años";"Total";"No"
"Extremadura";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Galicia";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"No"
"Ceuta";44;1,2;169411;3850;"Varón";"Menor de 18 años";"Total";"No"
"Melilla";76;1,22;113756;1497;"Varón";"Menor de 18 años";"Total";"No"
"Total";75;1,37;647052;8627;"Varón";"Menor de 18 años";"Total";"Sí"
"Andalucía";11;1,36;76265;6933;"Varón";"Menor de 18 años";"Total";"Sí"
"Aragón";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Asturias, Principado de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Balears,Illes";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Canarias";10;1,1;79554;7955;"Varón";"Menor de 18 años";"Total";"Sí"
"Cantabria";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Castilla y León";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Castilla - La Mancha";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Cataluña";19;1,21;160898;8468;"Varón";"Menor de 18 años";"Total";"Sí"
"Comunitat Valenciana";9;1,67;61934;6882;"Varón";"Menor de 18 años";"Total";"Sí"
"Extremadura";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Galicia";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Madrid, Comunidad de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Murcia, Región de";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Varón";"Menor de 18 años";"Total";"Sí"
"Total";879446;1,65;7201699344;8189;"Varón";"De 18 a 25 años";"Española";"Total"
"Andalucía";174825;1,85;1222081086;6990;"Varón";"De 18 a 25 años";"Española";"Total"
"Aragón";26048;1,59;237404406;9114;"Varón";"De 18 a 25 años";"Española";"Total"
"Asturias, Principado de";13043;1,49;106731523;8183;"Varón";"De 18 a 25 años";"Española";"Total"
"Balears,Illes";24623;1,47;210206235;8537;"Varón";"De 18 a 25 años";"Española";"Total"
"Canarias";33765;1,46;251345155;7444;"Varón";"De 18 a 25 años";"Española";"Total"
"Cantabria";9588;1,51;73722024;7689;"Varón";"De 18 a 25 años";"Española";"Total"
"Castilla y León";41306;1,55;345140259;8356;"Varón";"De 18 a 25 años";"Española";"Total"
"Castilla - La Mancha";46436;1,7;395469318;8516;"Varón";"De 18 a 25 años";"Española";"Total"
"Cataluña";176144;1,6;1641373889;9318;"Varón";"De 18 a 25 años";"Española";"Total"
"Comunitat Valenciana";100939;1,59;801458957;7940;"Varón";"De 18 a 25 años";"Española";"Total"
"Extremadura";23408;1,92;165763256;7081;"Varón";"De 18 a 25 años";"Española";"Total"
"Galicia";40463;1,52;334124855;8258;"Varón";"De 18 a 25 años";"Española";"Total"
"Madrid, Comunidad de";124598;1,6;1060597792;8512;"Varón";"De 18 a 25 años";"Española";"Total"
"Murcia, Región de";34698;1,66;274424699;7909;"Varón";"De 18 a 25 años";"Española";"Total"
"Rioja, La";5851;1,6;48199794;8238;"Varón";"De 18 a 25 años";"Española";"Total"
"Total";147761;1,96;1353119460;9157;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Andalucía";20604;2,4;169953916;8249;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Aragón";6774;2;65025290;9599;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Asturias, Principado de";1148;1,63;8452448;7363;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Balears,Illes";5443;1,6;51390075;9441;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Canarias";4786;1,58;33085122;6913;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Cantabria";1077;1,79;8565121;7953;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Castilla y León";5694;1,89;49221936;8645;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Castilla - La Mancha";7402;2,48;57963213;7831;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Cataluña";37782;1,71;396502549;10494;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Comunitat Valenciana";17484;2,02;141230936;8078;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Extremadura";1506;4,36;8422602;5593;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Galicia";3077;1,83;27525828;8946;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Madrid, Comunidad de";25228;1,71;257945034;10225;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Murcia, Región de";7095;2,42;58359998;8226;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Rioja, La";1524;2,18;12912803;8473;"Varón";"De 18 a 25 años";"Extranjera";"Total"
"Total";990146;1,69;8206247578;8288;"Varón";"De 18 a 25 años";"Total";"No"
"Andalucía";190970;1,92;1351585306;7077;"Varón";"De 18 a 25 años";"Total";"No"
"Aragón";31848;1,67;291166118;9142;"Varón";"De 18 a 25 años";"Total";"No"
"Asturias, Principado de";13599;1,5;109889038;8081;"Varón";"De 18 a 25 años";"Total";"No"
"Balears,Illes";28057;1,5;241889334;8621;"Varón";"De 18 a 25 años";"Total";"No"
"Canarias";36208;1,48;266434755;7358;"Varón";"De 18 a 25 años";"Total";"No"
"Cantabria";10365;1,54;79472836;7667;"Varón";"De 18 a 25 años";"Total";"No"
"Castilla y León";45328;1,59;377882017;8337;"Varón";"De 18 a 25 años";"Total";"No"
"Castilla - La Mancha";52702;1,81;442361934;8394;"Varón";"De 18 a 25 años";"Total";"No"
"Cataluña";202685;1,62;1925630521;9501;"Varón";"De 18 a 25 años";"Total";"No"
"Comunitat Valenciana";113718;1,63;900908471;7922;"Varón";"De 18 a 25 años";"Total";"No"
"Extremadura";24437;2,08;169868663;6951;"Varón";"De 18 a 25 años";"Total";"No"
"Galicia";41735;1,54;345891158;8288;"Varón";"De 18 a 25 años";"Total";"No"
"Madrid, Comunidad de";145752;1,61;1280131778;8783;"Varón";"De 18 a 25 años";"Total";"No"
"Murcia, Región de";40907;1,79;325500711;7957;"Varón";"De 18 a 25 años";"Total";"No"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"No"
"Ceuta";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"No"
"Melilla";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"No"
"Total";37061;1,67;348571226;9405;"Varón";"De 18 a 25 años";"Total";"Sí"
"Andalucía";4459;1,57;40449696;9071;"Varón";"De 18 a 25 años";"Total";"Sí"
"Aragón";974;1,67;11263578;11564;"Varón";"De 18 a 25 años";"Total";"Sí"
"Asturias, Principado de";592;1,58;5294932;8944;"Varón";"De 18 a 25 años";"Total";"Sí"
"Balears,Illes";2009;1,37;19706975;9809;"Varón";"De 18 a 25 años";"Total";"Sí"
"Canarias";2343;1,39;17995522;7681;"Varón";"De 18 a 25 años";"Total";"Sí"
"Cantabria";300;1,62;2814309;9381;"Varón";"De 18 a 25 años";"Total";"Sí"
"Castilla y León";1672;1,65;16480178;9857;"Varón";"De 18 a 25 años";"Total";"Sí"
"Castilla - La Mancha";1136;1,74;11070597;9745;"Varón";"De 18 a 25 años";"Total";"Sí"
"Cataluña";11241;1,64;112245917;9985;"Varón";"De 18 a 25 años";"Total";"Sí"
"Comunitat Valenciana";4705;2,09;41781422;8880;"Varón";"De 18 a 25 años";"Total";"Sí"
"Extremadura";477;1,71;4317195;9051;"Varón";"De 18 a 25 años";"Total";"Sí"
"Galicia";1805;1,64;15759525;8731;"Varón";"De 18 a 25 años";"Total";"Sí"
"Madrid, Comunidad de";4074;1,66;38411048;9428;"Varón";"De 18 a 25 años";"Total";"Sí"
"Murcia, Región de";886;1,74;7283986;8221;"Varón";"De 18 a 25 años";"Total";"Sí"
"Rioja, La";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"Sí"
"Ceuta";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"Sí"
"Melilla";NA;NA;NA;NA;"Varón";"De 18 a 25 años";"Total";"Sí"
"Total";1655979;1,52;32120928485;19397;"Varón";"De 26 a 35 años";"Española";"Total"
"Andalucía";348353;1,72;5388306286;15468;"Varón";"De 26 a 35 años";"Española";"Total"
"Aragón";46532;1,44;985564752;21180;"Varón";"De 26 a 35 años";"Española";"Total"
"Asturias, Principado de";30139;1,43;580261279;19253;"Varón";"De 26 a 35 años";"Española";"Total"
"Balears,Illes";41816;1,43;764855199;18291;"Varón";"De 26 a 35 años";"Española";"Total"
"Canarias";79924;1,41;1211884915;15163;"Varón";"De 26 a 35 años";"Española";"Total"
"Cantabria";18635;1,42;346423769;18590;"Varón";"De 26 a 35 años";"Española";"Total"
"Castilla y León";80801;1,44;1554650330;19240;"Varón";"De 26 a 35 años";"Española";"Total"
"Castilla - La Mancha";82744;1,52;1513915111;18296;"Varón";"De 26 a 35 años";"Española";"Total"
"Cataluña";265567;1,46;6131276386;23087;"Varón";"De 26 a 35 años";"Española";"Total"
"Comunitat Valenciana";180022;1,49;3318390752;18433;"Varón";"De 26 a 35 años";"Española";"Total"
"Extremadura";46237;1,72;684078919;14795;"Varón";"De 26 a 35 años";"Española";"Total"
"Galicia";92623;1,44;1655793912;17877;"Varón";"De 26 a 35 años";"Española";"Total"
"Madrid, Comunidad de";267208;1,46;6631815793;24819;"Varón";"De 26 a 35 años";"Española";"Total"
"Murcia, Región de";58592;1,49;1029301160;17567;"Varón";"De 26 a 35 años";"Española";"Total"
"Rioja, La";9470;1,44;180336876;19043;"Varón";"De 26 a 35 años";"Española";"Total"
"Total";344074;1,78;5155968283;14985;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Andalucía";44666;2,22;537649989;12037;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Aragón";12340;1,82;178493659;14465;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Asturias, Principado de";2635;1,7;35080975;13313;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Balears,Illes";14391;1,55;196809608;13676;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Canarias";14455;1,55;156712028;10841;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Cantabria";2367;1,69;28916455;12216;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Castilla y León";10816;1,74;142850448;13207;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Castilla - La Mancha";13583;2,28;162570162;11969;"Varón";"De 26 a 35 años";"Extranjera";"Total"
"Cataluña";93631;1,58;1673387743;17872;"Varón";"De 26 a 35 años";"Extranjera";"Total"
